# libSceAcm
8fe55ktlNVo sceAcmBatchStartBuffers
83zps7rYDxo _ZN3sce2Np9CppWebApi6Common15TransactionImplINS2_12IntrusivePtrINS1_14SessionManager2V128PostGameSessionsResponseBodyEEENS4_INS2_18ResponseHeaderBaseEEEE4termEv
846dTS0lJxA _ZN3sce2Np9CppWebApi11Matchmaking2V113PlayerForReadD1Ev
84B3mHn08eY _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS1_14SessionManager2V151PostPlayerSessionsSessionIdMemberPlayersRequestBodyEEC1EPS6_PNS2_10LibContextE
84GvFNxlHu4 _ZN3sce2Np9CppWebApi6Common15TransactionBaseINS2_12IntrusivePtrINS1_15ProfanityFilter2V224TestForProfanityResponseEEENS4_INS2_18ResponseHeaderBaseEEEEC2ERKSB_
84hNJSiDVh0 _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS1_10Activities2V114UserActivities14UserActivitiesEEC1ERKS8_
84nex+7YQBE _ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_14SessionManager2V130RequestGameSessionMemberPlayerEEEE3endEv
84u6QQ8OcuA _ZN3sce2Np9CppWebApi6Common6VectorINS1_7Matches2V116TaskAvailabilityEE10setContextEPNS2_10LibContextE
85+okwrvJ94 _ZNK3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_14SessionManager2V128RequestJoinGameSessionPlayerEEEEptEv
85227V--Iwg _ZN3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_11UserProfile2V124GetPublicProfileResponseEEEEmmEv
853nwXOanco _ZN3sce2Np9CppWebApi6Common8IteratorINS2_12IntrusivePtrINS1_13InGameCatalog2V513ContentRatingEEEEaSERKS9_
85FBoqCoG2c _ZNK3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_12Leaderboards2V15ErrorEEEEptEv
85Nbm8Nxlhw _ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_17TitleCloudStorage2V18VariableEEEEC1EPNS2_10LibContextE
85XYuzKCx1w _ZNK3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_11Matchmaking2V120GetOfferResponseBodyEEEEEEptEv
85YAQEkfES4 _ZN3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_14SessionManager2V130RequestGameSessionMemberPlayerEEEEC1EPKS8_
85YHrhvEUZg _ZN3sce2Np9CppWebApi7Matches2V18MatchApi25ParameterToGetMatchDetail10setmatchIdEPKc
85a1O1NX+U4 _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_11UserProfile2V124GetPublicProfileResponseEEEEEEC2Ev
86-n0Cirtws _ZNK3sce2Np9CppWebApi6Common13ConstIteratorINS1_14SessionManager2V122CustomJoinableUserTypeEEdeEv
863CFlOqZW0 _ZNK3sce2Np9CppWebApi14SessionManager2V143PutPlayerSessionsSessionIdLeaderRequestBody6toJsonERNS_4Json5ValueEb
864pTeUZkns _ZN3sce2Np9CppWebApi6Common6VectorINS1_14SessionManager2V115SearchAttributeEEC1Ev
86C8N-j5GaY _ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_21AdvancedPlayerProfile2V119PlayStylePropertiesEEEE21intrusive_ptr_add_refEPS9_
86FLn7MZ8S0 _ZN3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_14SessionManager2V154GetUsersAccountIdPlayerSessionsInvitationsResponseBodyEEEEC2EPKS8_
86IBBgOtSEg _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS1_14SessionManager2V152PostPlayerSessionsSessionIdMemberPlayersResponseBodyEEC2EPS6_PNS2_10LibContextE
86IbuPuDwmU _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS1_21AdvancedPlayerProfile2V126BandwidthDownstreamMetricsEEC2Ev
86db-POgDaM _ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_12Leaderboards2V15ErrorEEEED1Ev
86jNzbmb9Xk _ZNK3sce2Np9CppWebApi6Common12IntrusivePtrINS1_11Matchmaking2V127ListUserTicketsResponseBodyEE3getEv
86kYpKZYi6k _ZNK3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_14IdentityMapper2V333PsnWebError_error_missingElementsEEEE5emptyEv
86mWM4V6g4o _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS1_21AdvancedPlayerProfile2V129MatchCompletionRatePropertiesEEC2ERKS7_
86snHoZux4Y _ZN3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_7Matches2V122GetMatchDetailResponseEEEEC1Ev
8707T3pvVL0 _ZNK3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_14SessionManager2V122GameSessionPushContextEEEEneERKS9_
8748CMwOfzs _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS1_17TitleCloudStorage2V18VariableEEaSERS7_
876gm+oXa-g _ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_21AdvancedPlayerProfile2V115FrequentlyMutedEEEEixEm
87GxEszTWHE _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS1_17TitleCloudStorage2V110DataStatusEE11release_refEv
87RkCcOK8EI _ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_7Matches2V118RequestMatchPlayerEEEEC2Ev
87ZDz6-kBq8 _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS1_14SessionManager2V113ErrorResponseEED1Ev
87y0cjK5WrY _ZN3sce2Np9CppWebApi14SessionManager2V124RequestGameSessionPlayer12unsetNatTypeEv
887+b0g69Hw _ZNK3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_14SessionManager2V126RequestPlayerSessionPlayerEEEEEEdeEv
88AHlMQMY2k _ZNK3sce2Np9CppWebApi6Common6VectorINS1_14SessionManager2V123SpectatorJoinableStatusEE5beginEv
88EpPjvWJjQ _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS1_14SessionManager2V131ResponsePlayerSessionInvitationEED1Ev
88EqqbmEaR8 _ZN3sce2Np9CppWebApi21AdvancedPlayerProfile2V137MatchCompletionRateQuitMetricsFactory7destroyEPNS3_30MatchCompletionRateQuitMetricsE
88Rk5FV9QAs _ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_14SessionManager2V136UsersPlayerSessionsInvitationForReadEEEE5beginEv
88UbrMfFKzs _ZNK3sce2Np9CppWebApi6Common12IntrusivePtrINS1_21AdvancedPlayerProfile2V115FrequentlyMutedEEcvbEv
88XrTtyQbT8 _ZN3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_14ConnectAccount2V214PSNError_errorEEEEmmEv
88aTQZOp3eA _ZN3sce2Np9CppWebApi11UserProfile2V112BasicProfile8fromJsonERKNS_4Json5ValueE
88gadX30Byc _ZN3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_14SessionManager2V110FromMemberEEEEC1Ev
88menXYWpBk _ZN3sce2Np9CppWebApi17TitleCloudStorage2V113ErrorResponseC1EPNS1_6Common10LibContextE
88qH1oSHZbk _ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_15ProfanityFilter2V219WebApiErrorResponseEEEE6insertENS2_8IteratorIS8_EERKS8_RSB_
88rursjFF-M _ZN3sce2Np9CppWebApi6Common15TransactionImplINS2_12IntrusivePtrINS1_14SessionManager2V128PostGameSessionsResponseBodyEEENS4_INS2_18ResponseHeaderBaseEEEE6isBusyEv
88t6keST3jo _ZN3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_11Matchmaking2V124SubmitTicketResponseBodyEEEEC1Ev
88unzk13gEs _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS1_21AdvancedPlayerProfile2V15StatsEE7get_refEv
89BoJ5b2fFI _ZNK3sce2Np9CppWebApi17TitleCloudStorage2V17DataApi37ParameterToGetMultiDataStatusesBySlot17hasnpServiceLabelEv
89Gygek6oq0 _ZNK3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_15Personalization2V121GetAccessCodeResponseEEEEdeEv
89LiiDxQx3M _ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_14SessionManager2V124GameSessionMemberForReadEEEE7popBackEv
89P-nyi1gYk _ZN3sce2Np9CppWebApi6Common8IteratorINS2_17ParameterBaseImpl6KeySetEEaSERKS6_
89bIOQowhu0 _ZN3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_14SessionManager2V117GameSessionPlayerEEEEC1EPKS8_
89g6fgUA5L0 _ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_14SessionManager2V144PatchGameSessionsSearchAttributesRequestBodyEEEEC2EPNS2_10LibContextE
89gkRsbcr-E _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_12Leaderboards2V15EntryEEEEEE7add_refEv
89wcgASEQBE _ZN3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_21AdvancedPlayerProfile2V113MmrPropertiesEEEE21intrusive_ptr_sub_refEPS9_
89zzumsNiKY _ZNK3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_21AdvancedPlayerProfile2V126BandwidthDownstreamMetricsEEEEptEv
8A75eH1+SK0 _ZN3sce2Np9CppWebApi6Common6VectorIdED2Ev
8A9L2obyGFE _ZN3sce2Np9CppWebApi6Common8IteratorINS2_12IntrusivePtrINS1_14SessionManager2V139PatchPlayerSessionsSessionIdRequestBodyEEEEC1EPS8_
8AXPL-1ruuw _ZN3sce2Np9CppWebApi6Common6VectorINS1_7Matches2V124RequestCooperativeResultEE7popBackEv
8As89jEbWGA _ZNK3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_14SessionManager2V133ResponsePlayerSessionNonPsnPlayerEEEEEE3getEv
8B1ma0irGss _ZNK3sce2Np9CppWebApi6Common12IntrusivePtrINS1_17TitleCloudStorage2V115LastUpdatedUserEE3getEv
8B41JC1gqpg _ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_12Leaderboards2V122GetRankingResponseBodyEEEE3endEv
8B8H8IWRMNc _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_14SessionManager2V154PostPlayerSessionsSessionIdMemberSpectatorsRequestBodyEEEEEEC2EPS9_PNS2_10LibContextE
8B9oK2Syz9U _ZN3sce2Np9CppWebApi6Common8IteratorINS2_12IntrusivePtrINS1_7Matches2V122GetMatchDetailResponseEEEEmmEi
8BF0G0pf8+k _ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_14SessionManager2V127ResponsePlayerSessionPlayerEEEE3endEv
8BMw6McaE1E _ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_14SessionManager2V127RequestGameSessionSpectatorEEEE21intrusive_ptr_sub_refEPS9_
8BR72pm2o88 _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS1_7Matches2V110PlayerTypeEEEED2Ev
8BdtbbqfB4Y _ZN3sce2Np9CppWebApi6Common6VectorINS1_7Matches2V125ResponseCooperativeResultEE21intrusive_ptr_add_refEPS7_
8Bry08-yF5Q _ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_17TitleCloudStorage2V113ErrorResponseEEEE7reserveEi
8BtuRKRkAgI _ZN3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_14SessionManager2V118RequestGameSessionEEEED2Ev
8C36kDPJiS0 _ZN3sce2Np9CppWebApi14SessionManager2V120RequestPlayerSession16setSwapSupportedERKb
8C8b5+pKTlU _ZNK3sce2Np9CppWebApi17TitleCloudStorage2V122SetDataInfoRequestBody7getInfoEv
8C9IaVK7-aU _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_10Activities2V114UserActivities14UserActivitiesEEEEEEC2ERSB_
8CHxiX0aRWU _ZN3sce2Np9CppWebApi6Common15TransactionBaseINS2_12IntrusivePtrINS1_14SessionManager2V130PostPlayerSessionsResponseBodyEEENS4_INS2_18ResponseHeaderBaseEEEED1Ev
8CJiPTZPzxc _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_8IteratorIdEEEC1Ev
8CPV-vR4yeQ _ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_7Matches2V122GetMatchDetailResponseEEEEC1Ev
8CPfbVza4TM _ZN3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_7Matches2V123ResponseMatchStatisticsEEEEmmEi
8CVvo-jduN8 _ZNK3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_14SessionManager2V118RequestGameSessionEEEEdeEv
8CtsKespKNg _ZNK3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_7Matches2V123ResponseMatchStatisticsEEEEptEv
8CvUXZP4Gsc _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS1_13InGameCatalog2V515ContainerRatingEED1Ev
8CvY6xwM+hA _ZNK3sce2Np9CppWebApi6Common11TransactionINS2_12IntrusivePtrINS1_7Matches2V119CreateMatchResponseEEENS4_INS2_18ResponseHeaderBaseEEEE11hasResponseEv
8D2X+-YRqik _ZN3sce2Np9CppWebApi6Common8IteratorImEC1EPm
8D4UuXIdb3A _ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_11Entitlement2V211EntitlementEEEE6insertENS2_13ConstIteratorIS8_EERKS8_RSB_
8D4i-I2CgTs _ZN3sce2Np9CppWebApi6Common8IteratorINS2_12IntrusivePtrINS1_13InGameCatalog2V520ContainerRatingCountEEEEC1Ev
8D6av0fSwYA _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS1_30CommunicationRestrictionStatus2V311PsnWebErrorEE7get_refEv
8DGbe-oZ0XU _ZN3sce2Np9CppWebApi6Common8IteratorINS2_12IntrusivePtrINS1_21AdvancedPlayerProfile2V138MatchCompletionRateDisconnectedMetricsEEEEC2Ev
8DJJb9wBoSY _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_11UserProfile2V125GetPublicProfilesResponseEEEEEEaSERKSA_
8DeFzeqIDfQ _ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_14SessionManager2V120GameSessionSpectatorEEEEC2Ev
8Dnr5-1OA-A _ZN3sce2Np9CppWebApi6Common13ConstIteratorINS1_7Matches2V114ResultsVersionEEppEv
8E3Sd4-xS-E _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_8IteratorIdEEE7add_refEv
8EGe9LUfDTc _ZN3sce2Np9CppWebApi6Common15TransactionBaseINS2_12IntrusivePtrINS1_7Matches2V119CreateMatchResponseEEENS4_INS2_18ResponseHeaderBaseEEEE28setResponseInformationOptionEP37SceNpWebApi2ResponseInformationOption
8EJGA3zVb7M _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_7Matches2V116JoinMatchRequestEEEEEEC2EPS9_PNS2_10LibContextE
8EUdVL-7VzI _ZN3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_14SessionManager2V127RequestGameSessionSpectatorEEEED2Ev
8Een5Jg-PiI _ZNK3sce2Np9CppWebApi6Common12IntrusivePtrINS1_14SessionManager2V140PutPlayerSessionsNonPsnLeaderRequestBodyEEdeEv
8Eue157jhDI _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS1_14SessionManager2V115SearchConditionEEaSERS7_
8EuesH8mP8c _ZN3sce2Np9CppWebApi6Common15TransactionBaseINS2_12IntrusivePtrINS1_30CommunicationRestrictionStatus2V338CommunicationRestrictionStatusResponseEEENS4_INS2_18ResponseHeaderBaseEEEE6finishEv
8F0fIFfuGTI _ZN3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_11Matchmaking2V118PlayerForOfferReadEEEEC1EPS8_
8F6QVB0ji1U _ZN3sce2Np9CppWebApi17TitleCloudStorage2V122SetDataInfoRequestBody7setInfoEPKvm
8FKOd3YZuoM _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_21AdvancedPlayerProfile2V124NatConnectivityToMetricsEEEEEEC1EPS9_PNS2_10LibContextE
8FTpAEAojpQ _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS1_14SessionManager2V142PutGameSessionsSearchAttributesRequestBodyEEC2EPS6_PFvS8_EPNS2_10LibContextE
8FZCwSl5aL0 _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS1_13InGameCatalog2V517ContentDescriptorEEaSERKS7_
8Fd1eEeR0IE _ZN3sce2Np9CppWebApi14SessionManager2V154GetUsersAccountIdPlayerSessionsInvitationsResponseBodyC2EPNS1_6Common10LibContextE
8Fg1vIZor84 _ZNK3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_11UserProfile2V113ErrorResponseEEEE5beginEv
8FmKXIqakAY _ZN3sce2Np9CppWebApi6Common11TransactionINS2_12IntrusivePtrINS1_14SessionManager2V136GetFriendsPlayerSessionsResponseBodyEEENS4_INS2_18ResponseHeaderBaseEEEED1Ev
8G-HUUvIAto _ZNK3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_7Matches2V120ReportResultsRequestEEEEEEcvbEv
8G7TUQzUXk8 _ZN3sce2Np9CppWebApi7Matches2V120RequestMemberFactory7destroyEPNS3_13RequestMemberE
8G9Aa6kloPo _ZNK3sce2Np9CppWebApi6Common12IntrusivePtrINS1_10Activities2V114UserActivities26GetUsersActivitiesResponseEEptEv
8GJivKkXZrk _ZNK3sce2Np9CppWebApi6Common6VectorINS1_14SessionManager2V123CustomInvitableUserTypeEE3endEv
8GM-Z1J8310 _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS1_21AdvancedPlayerProfile2V15ErrorEEaSERKS7_
8Ga6nwquwFE _ZNK3sce2Np9CppWebApi6Common8IteratorINS2_12IntrusivePtrINS1_12Leaderboards2V122RecordScoreRequestBodyEEEEeqERKS9_
8GeMfG+Kldk _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_11Matchmaking2V113PlayerForReadEEEEEEC2ERSA_
8Gfarwyi-y0 _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS1_7Matches2V120ReportResultsRequestEED2Ev
8Gn4CQddSsQ _ZNK3sce2Np9CppWebApi13InGameCatalog2V53Sku9typeIsSetEv
8GoSXz0dBBQ _ZN3sce2Np9CppWebApi6Common12DELETE_ARRAYINS2_12IntrusivePtrINS1_14SessionManager2V115LocalizedStringEEEEEiRNS2_10LibContextEPT_m
8GvlEJm62g4 _ZN3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_7Matches2V120RequestTeamStatisticEEEEC2EPS8_
8H8WT7VeOgg _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS1_17TitleCloudStorage2V115LastUpdatedUserEEC2Ev
8HDehIOfxDQ _ZN3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_17TitleCloudStorage2V122UploadDataResponseBodyEEEEppEi
8HLtmjHT6fs _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_7Matches2V119ResponseTeamResultsEEEEEE7get_refEv
8HVu8ydUmLM _ZN3sce2Np9CppWebApi6Common6VectorINS1_7Matches2V110ResultTypeEEC1Ev
8HihWxY-UcU _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_10Activities2V114UserActivities8ActivityEEEEEEC2Ev
8HspV0A0Jas _ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_7Matches2V111AddedPlayerEEEE6insertENS2_13ConstIteratorIS8_EERKS8_RSB_
8I51JwvRKtA _ZN3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_12Leaderboards2V130GetBoardDefinitionResponseBodyEEEEC2EPS8_
8IFjpT4vpdU _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS1_11UserProfile2V113BasicPresenceEEaSERKS7_
8IG0UPDEbEo _ZN3sce2Np9CppWebApi6Common8IteratorINS2_12IntrusivePtrINS1_14SessionManager2V125FriendJoinedPlayerSessionEEEEppEv
8IbgLa95tAQ _ZN3sce2Np9CppWebApi14SessionManager2V128ResponseGameSessionSpectatorC1EPNS1_6Common10LibContextE
8Ida2cof78g _ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_7Matches2V120ResponseMatchResultsEEEE8pushBackERKS8_
8IjY9r0i9WE _ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_21AdvancedPlayerProfile2V19BandwidthEEEE21intrusive_ptr_sub_refEPS9_
8IlfO9IvjJM _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_7Matches2V122RequestMatchStatisticsEEEEEEaSERKSA_
8Im2f8F6JF0 _ZNK3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_7Matches2V119RequestMatchResultsEEEE5emptyEv
8Iu0hJTTkXM _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS1_13InGameCatalog2V55ImageEEC1Ev
8J-ZWqhJC+0 _ZN3sce2Np9CppWebApi12Leaderboards2V121GetRankingRequestBodyC2EPNS1_6Common10LibContextE
8J8vzvxnD4c _ZN3sce2Np9CppWebApi14SessionManager2V117PlayerSessionsApi36ParameterToJoinPlayerSessionAsPlayer39setxPSNSESSIONMANAGERREQUESTEXACTORIGINEPKc
8JEMpKFSVJ8 _ZNK3sce2Np9CppWebApi6Common8IteratorINS2_12IntrusivePtrINS1_14SessionManager2V133PostGameSessionsSearchRequestBodyEEEEeqERKS9_
8JIiF5qYZGU _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS1_12Leaderboards2V122RecordScoreRequestBodyEEC1EPS6_PNS2_10LibContextE
8JQ-G9JbCws _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS1_11Matchmaking2V15CauseEEC2EPS6_PNS2_10LibContextE
8JQKcnfU9Mc _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS1_21AdvancedPlayerProfile2V120ReputationPropertiesEEC1ERKS7_
8Jili043MPE _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_7Matches2V120RequestPlayerResultsEEEEEE11get_deleterEv
8JquVOUAluY _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS1_14SessionManager2V116InitialJoinStateEEEEaSERS9_
8Jrc5Nub3mY _ZN3sce2Np9CppWebApi14SessionManager2V118GameSessionForReadC2EPNS1_6Common10LibContextE
8JtnXETnzQk _ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_14IdentityMapper2V312AccountIdMapEEEE7popBackEv
8Jz-3wGewAI _ZN3sce2Np9CppWebApi6Common15TransactionBaseINS2_12IntrusivePtrINS1_14SessionManager2V155PostPlayerSessionsSessionIdMemberSpectatorsResponseBodyEEENS4_INS2_18ResponseHeaderBaseEEEED2Ev
8KC8ONrb2tA _ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_14SessionManager2V129GetPlayerSessionsResponseBodyEEEEC1EPNS2_10LibContextE
8KP9OQ7-tZk _ZNK3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_11Entitlement2V221FailureResponse_errorEEEEEE3getEv
8KUbcGHFkxo _ZN3sce2Np9CppWebApi6Common6VectorINS1_7Matches2V112GroupingTypeEE10setContextEPNS2_10LibContextE
8KfpQloQjDs _ZN3sce2Np9CppWebApi6Common11TransactionINS2_15DefaultResponseENS2_12IntrusivePtrINS1_17TitleCloudStorage2V17DataApi26SetDataInfoResponseHeadersEEEED1Ev
8KgBrkXcMrU _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_30CommunicationRestrictionStatus2V35ErrorEEEEEE7add_refEv
8KnO2N9rsSE _ZNK3sce2Np9CppWebApi14SessionManager2V129JoinedGameSessionWithPlatform14sessionIdIsSetEv
8L1yrPX3z0A _ZN3sce2Np9CppWebApi14SessionManager2V115LocalizedStringD2Ev
8L3IHfQVP54 _ZNK3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_12Leaderboards2V127RecordLargeDataResponseBodyEEEEEEptEv
8L7KWh4++44 _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_14IdentityMapper2V342PsnWebError_error_validationConstraintInfoEEEEEE6assignEPS9_PFvSB_EPNS2_10LibContextE
8LAJxeUdlfk _ZNK3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_14SessionManager2V130RequestPlayerSessionInvitationEEEEplEm
8LBflhrBEPw _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_14SessionManager2V120RequestPlayerSessionEEEEEE5resetEPS9_
8LGg0xUkMkc _ZNK3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_14SessionManager2V133PostGameSessionsSearchRequestBodyEEEE5emptyEv
8LH8hFtY9rw _ZN3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_17TitleCloudStorage2V15OwnerEEEEC2EPKS8_
8LIaCdC-AwM _ZN3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_7Matches2V122RequestMatchStatisticsEEEEC1EPKS8_
8LPt8NKIPa4 _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS1_7Matches2V127RequestTemporaryTeamResultsEE5resetEPS6_
8LQccqDG08o _ZN3sce2Np9CppWebApi6Common6VectorINS1_13InGameCatalog2V510AnnotationEED1Ev
8LU3ysiXpSg _ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_14SessionManager2V125ResponseGameSessionPlayerEEEE5clearEv
8LX3fKh-oVM _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS1_11Matchmaking2V113AttributeTypeEEEEC1ERS9_
8LYtq3NfCCY _ZN3sce2Np9CppWebApi6Common8IteratorINS2_12IntrusivePtrINS1_14SessionManager2V150PostGameSessionsSessionIdSessionMessageRequestBodyEEEEC2EPS8_
8LetkKPdzJY _ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_14SessionManager2V138RequestCreatePlayerSessionNonPsnPlayerEEEEC2EPNS2_10LibContextE
8Lf2iycHkcA _ZN3sce2Np9CppWebApi6Common11TransactionINS2_12IntrusivePtrINS1_14ConnectAccount2V212PartnerTokenEEENS4_INS2_18ResponseHeaderBaseEEEEC1ERKSB_
8LfDbpT7QU4 _ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS1_11Matchmaking2V118PlayerForOfferReadEE11release_refEv
8LhBx0ZHGwg _ZN3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_11Matchmaking2V15ErrorEEEEC2EPS8_
8Lj9mT-pd3s _ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_14SessionManager2V115LocalizedStringEEEEC1EPNS2_10LibContextE
8LlzGXxL-BY _ZN3sce2Np9CppWebApi10Activities2V114UserActivities11ActivityApi28ParameterToGetUserActivities10unsetlimitEv
